order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,order_item_quantity
ord_0000037,1,prod_00053,sell_0067,2025-11-28 23:15:53,734.21,12.55,1
ord_0000037,2,prod_00076,sell_0083,2025-11-28 23:15:53,79.66,40.92,1
ord_0000038,1,prod_00019,sell_0068,2025-02-16 18:50:49,1068.14,5.48,1
ord_0000038,2,prod_00082,sell_0017,2025-02-16 18:50:49,473.4,38.56,1
ord_0000038,3,prod_00094,sell_0070,2025-02-16 18:50:49,824.29,35.51,1
ord_0000039,1,prod_00102,sell_0065,2025-01-09 08:33:50,354.49,33.51,1
ord_0000040,1,prod_00080,sell_0011,2025-08-31 05:58:29,620.9,13.13,1
ord_0000041,1,prod_00112,sell_0094,2025-08-19 17:59:25,1144.81,14.55,1
ord_0000041,2,prod_00023,sell_0056,2025-08-19 17:59:25,152.44,29.49,1
ord_0000041,3,prod_00080,sell_0086,2025-08-19 17:59:25,893.91,34.63,1
ord_0000042,1,prod_00134,sell_0067,2025-10-03 10:27:01,942.84,33.83,1
ord_0000042,2,prod_00096,sell_0017,2025-10-03 10:27:01,903.49,39.94,3
ord_0000043,1,prod_00148,sell_0081,2025-04-19 15:02:34,106.33,23.21,1
ord_0000043,2,prod_00015,sell_0064,2025-04-19 15:02:34,1033.34,11.68,1
ord_0000043,3,prod_00066,sell_0099,2025-04-19 15:02:34,136.94,27.96,3
ord_0000044,1,prod_00063,sell_0006,2025-07-20 14:35:30,574.04,20.32,1
ord_0000045,1,prod_00108,sell_0029,2025-11-11 21:34:43,396.34,21.65,3
ord_0000045,2,prod_00082,sell_0035,2025-11-11 21:34:43,993.81,27.86,1
ord_0000045,3,prod_00129,sell_0087,2025-11-11 21:34:43,1083.8,12.17,2
ord_0000046,1,prod_00142,sell_0059,2025-12-10 14:09:02,24.44,13.03,2
ord_0000047,1,prod_00188,sell_0070,2025-07-14 14:27:17,916.17,14.81,1
ord_0000048,1,prod_00001,sell_0098,2025-04-04 11:41:46,793.91,38.96,3
ord_0000048,2,prod_00079,sell_0014,2025-04-04 11:41:46,258.16,44.32,1
ord_0000049,1,prod_00022,sell_0075,2025-01-21 01:10:48,128.26,10.34,1
ord_0000049,2,prod_00020,sell_0076,2025-01-21 01:10:48,687.87,22.4,1
ord_0000049,3,prod_00061,sell_0038,2025-01-21 01:10:48,324.27,17.6,1
ord_0000050,1,prod_00028,sell_0020,2025-04-04 17:24:52,140.2,22.98,1
ord_0000050,2,prod_00105,sell_0016,2025-04-04 17:24:52,650.07,43.59,1
ord_0000050,3,prod_00116,sell_0040,2025-04-04 17:24:52,564.07,39.1,1
ord_0000051,1,prod_00038,sell_0012,2025-08-26 07:11:12,857.72,43.74,1
ord_0000051,2,prod_00132,sell_0007,2025-08-26 07:11:12,817.46,15.41,1
ord_0000052,1,prod_00016,sell_0100,2025-02-09 18:54:12,1179.34,10.23,1
ord_0000053,1,prod_00017,sell_0026,2025-04-14 12:22:59,1084.46,22.74,1
ord_0000054,1,prod_00111,sell_0093,2025-01-20 13:57:30,483.07,6.18,3
ord_0000054,2,prod_00110,sell_0023,2025-01-20 13:57:30,434.42,41.33,1
ord_0000054,3,prod_00072,sell_0058,2025-01-20 13:57:30,1061.86,6.39,2
ord_0000055,1,prod_00108,sell_0026,2025-01-27 16:21:58,776.54,36.89,1
ord_0000056,1,prod_00125,sell_0045,2025-10-08 01:05:47,1096.52,25.1,1
ord_0000056,2,prod_00070,sell_0024,2025-10-08 01:05:47,45.88,28.88,1
ord_0000056,3,prod_00200,sell_0036,2025-10-08 01:05:47,84.43,44.66,2
ord_0000057,1,prod_00026,sell_0032,2025-08-18 19:10:16,793.38,15.66,3
ord_0000058,1,prod_00045,sell_0023,2025-11-28 17:59:57,295.31,17.72,3
ord_0000058,2,prod_00179,sell_0046,2025-11-28 17:59:57,1098.07,6.13,3
ord_0000059,1,prod_00127,sell_0070,2025-08-10 21:11:35,381.23,24.62,1
ord_0000060,1,prod_00001,sell_0043,2025-03-29 23:26:49,1102.71,13.06,1
ord_0000060,2,prod_00088,sell_0092,2025-03-29 23:26:49,225.29,37.1,1
ord_0000061,1,prod_00094,sell_0010,2025-08-19 19:35:37,457.71,42.68,1
ord_0000061,2,prod_00151,sell_0013,2025-08-19 19:35:37,413.82,17.9,1
ord_0000061,3,prod_00188,sell_0056,2025-08-19 19:35:37,953.33,43.43,3
ord_0000062,1,prod_00092,sell_0029,2025-09-30 08:27:05,803.66,37.58,1
ord_0000062,2,prod_00079,sell_0094,2025-09-30 08:27:05,830.87,10.09,3
ord_0000062,3,prod_00001,sell_0090,2025-09-30 08:27:05,1139.21,20.66,2
ord_0000063,1,prod_00057,sell_0082,2025-05-07 13:59:47,685.18,42.47,1
ord_0000063,2,prod_00085,sell_0096,2025-05-07 13:59:47,107.2,18.87,1
ord_0000063,3,prod_00043,sell_0082,2025-05-07 13:59:47,1064.1,8.55,3
ord_0000064,1,prod_00018,sell_0045,2025-01-08 10:12:53,319.14,9.32,1
ord_0000064,2,prod_00013,sell_0050,2025-01-08 10:12:53,534.29,21.79,1
ord_0000064,3,prod_00106,sell_0064,2025-01-08 10:12:53,1059.9,19.05,1
ord_0000065,1,prod_00058,sell_0021,2025-12-05 13:32:11,549.78,36.97,1
ord_0000065,2,prod_00076,sell_0003,2025-12-05 13:32:11,392.68,43.07,1
ord_0000065,3,prod_00088,sell_0022,2025-12-05 13:32:11,1067.2,11.44,1
ord_0000066,1,prod_00008,sell_0056,2025-08-30 07:35:00,1131.79,11.6,1
ord_0000066,2,prod_00041,sell_0007,2025-08-30 07:35:00,134.99,13.22,1
ord_0000066,3,prod_00105,sell_0090,2025-08-30 07:35:00,671.62,42.02,2
ord_0000067,1,prod_00147,sell_0071,2025-04-23 07:59:06,1010.23,11.14,1
ord_0000067,2,prod_00001,sell_0055,2025-04-23 07:59:06,118.84,37.96,3
ord_0000068,1,prod_00079,sell_0051,2025-03-25 08:56:29,573.07,40.8,1
ord_0000069,1,prod_00068,sell_0029,2025-03-17 11:04:44,1006.94,27.57,1
ord_0000069,2,prod_00193,sell_0090,2025-03-17 11:04:44,805.95,8.43,1
ord_0000070,1,prod_00122,sell_0039,2025-11-26 12:47:51,108.56,41.11,3
ord_0000071,1,prod_00045,sell_0022,2025-09-01 21:21:52,1167.02,37.34,1
ord_0000071,2,prod_00011,sell_0055,2025-09-01 21:21:52,107.87,32.33,1
ord_0000072,1,prod_00102,sell_0071,2025-12-25 00:43:07,401.46,16.05,1
ord_0000072,2,prod_00004,sell_0090,2025-12-25 00:43:07,753.32,25.9,1
ord_0000072,3,prod_00029,sell_0054,2025-12-25 00:43:07,192.33,27.66,2
ord_0000073,1,prod_00068,sell_0050,2025-07-31 00:27:57,790.92,27.88,1
ord_0000073,2,prod_00010,sell_0023,2025-07-31 00:27:57,341.37,10.75,2
ord_0000074,1,prod_00122,sell_0035,2025-06-06 17:03:20,1077.98,5.81,1
ord_0000074,2,prod_00080,sell_0036,2025-06-06 17:03:20,1013.77,39.33,3
ord_0000074,3,prod_00026,sell_0030,2025-06-06 17:03:20,174.25,43.97,1
ord_0000075,1,prod_00055,sell_0053,2025-08-26 22:48:51,893.02,35.38,1
ord_0000075,2,prod_00015,sell_0066,2025-08-26 22:48:51,952.92,7.62,3
ord_0000076,1,prod_00015,sell_0032,2025-11-03 02:56:25,54.19,7.02,1
ord_0000077,1,prod_00032,sell_0088,2025-07-03 06:49:46,51.22,19.9,2
ord_0000077,2,prod_00115,sell_0023,2025-07-03 06:49:46,1153.22,23.98,2
ord_0000077,3,prod_00090,sell_0045,2025-07-03 06:49:46,208.76,40.78,3
ord_0000078,1,prod_00166,sell_0029,2025-06-03 03:03:11,818.07,15.76,1
ord_0000079,1,prod_00079,sell_0092,2025-09-12 09:56:24,1160.92,30.71,1
ord_0000079,2,prod_00097,sell_0045,2025-09-12 09:56:24,558.91,13.73,1
ord_0000079,3,prod_00174,sell_0067,2025-09-12 09:56:24,991.81,20.89,1
ord_0000080,1,prod_00028,sell_0062,2025-08-28 12:45:30,90.65,44.53,3
ord_0000080,2,prod_00084,sell_0036,2025-08-28 12:45:30,324.46,33.44,3
ord_0000080,3,prod_00077,sell_0025,2025-08-28 12:45:30,192.67,35.62,1
ord_0000081,1,prod_00128,sell_0038,2025-05-08 02:45:17,322.42,21.74,1
ord_0000081,2,prod_00189,sell_0005,2025-05-08 02:45:17,705.88,44.79,1
ord_0000081,3,prod_00088,sell_0093,2025-05-08 02:45:17,860.34,32.45,3
ord_0000082,1,prod_00143,sell_0024,2025-04-30 14:01:06,363.13,23.83,3
ord_0000082,2,prod_00067,sell_0093,2025-04-30 14:01:06,972.89,35.52,1
ord_0000082,3,prod_00175,sell_0043,2025-04-30 14:01:06,790.51,13.89,1
ord_0000083,1,prod_00150,sell_0038,2025-11-06 01:32:06,564.56,9.71,1
ord_0000083,2,prod_00163,sell_0075,2025-11-06 01:32:06,702.67,29.83,1
ord_0000084,1,prod_00136,sell_0039,2025-02-19 12:45:55,504.53,39.83,1
ord_0000084,2,prod_00036,sell_0026,2025-02-19 12:45:55,421.06,44.49,1
ord_0000085,1,prod_00162,sell_0023,2025-12-04 22:05:38,386.4,7.32,1
ord_0000085,2,prod_00071,sell_0027,2025-12-04 22:05:38,917.01,11.74,1
ord_0000086,1,prod_00099,sell_0001,2025-09-07 00:31:54,59.7,12.98,1
ord_0000086,2,prod_00004,sell_0042,2025-09-07 00:31:54,911.86,26.24,1
ord_0000087,1,prod_00034,sell_0014,2025-04-10 15:11:58,469.51,28.55,1
ord_0000087,2,prod_00017,sell_0006,2025-04-10 15:11:58,368.37,16.63,3
ord_0000088,1,prod_00005,sell_0030,2025-12-20 01:30:20,280.82,44.4,1
ord_0000088,2,prod_00188,sell_0003,2025-12-20 01:30:20,713.79,11.76,1
ord_0000089,1,prod_00028,sell_0084,2025-01-22 20:51:47,1005.8,6.93,1
ord_0000089,2,prod_00107,sell_0057,2025-01-22 20:51:47,465.6,26.89,1
ord_0000089,3,prod_00180,sell_0020,2025-01-22 20:51:47,258.51,32.43,1
ord_0000090,1,prod_00180,sell_0018,2025-09-17 23:09:39,511.31,40.94,2
ord_0000090,2,prod_00185,sell_0080,2025-09-17 23:09:39,154.52,9.56,1
ord_0000090,3,prod_00128,sell_0026,2025-09-17 23:09:39,736.67,36.12,2
ord_0000091,1,prod_00128,sell_0027,2025-10-04 04:30:20,830.52,24.23,1
ord_0000091,2,prod_00001,sell_0002,2025-10-04 04:30:20,810.89,41.28,2
ord_0000091,3,prod_00172,sell_0064,2025-10-04 04:30:20,191.74,8.6,2
ord_0000092,1,prod_00045,sell_0006,2025-04-28 23:07:36,1024.91,19.41,3
ord_0000093,1,prod_00003,sell_0018,2025-10-17 19:41:36,801.08,11.82,1
ord_0000094,1,prod_00096,sell_0044,2025-04-18 04:49:29,231.7,21.03,1
ord_0000095,1,prod_00108,sell_0084,2025-06-02 19:07:44,1065.06,11.67,1
ord_0000095,2,prod_00179,sell_0093,2025-06-02 19:07:44,84.5,42.7,1
ord_0000096,1,prod_00113,sell_0024,2025-07-10 10:51:20,739.42,36.17,2
ord_0000096,2,prod_00008,sell_0088,2025-07-10 10:51:20,1057.74,34.09,1
ord_0000096,3,prod_00124,sell_0063,2025-07-10 10:51:20,148.83,21.45,1
ord_0000097,1,prod_00197,sell_0096,2025-05-06 00:54:35,698.33,27.6,3
ord_0000097,2,prod_00087,sell_0067,2025-05-06 00:54:35,634.88,33.02,1
ord_0000097,3,prod_00111,sell_0085,2025-05-06 00:54:35,876.08,24.28,3
ord_0000098,1,prod_00003,sell_0083,2025-08-08 20:08:43,1122.23,25.22,1
ord_0000099,1,prod_00083,sell_0031,2025-03-09 05:40:33,407.11,16.13,2
ord_0000099,2,prod_00058,sell_0071,2025-03-09 05:40:33,777.33,21.13,1
ord_0000100,1,prod_00115,sell_0041,2025-11-11 04:17:47,155.67,24.89,3
ord_0000100,2,prod_00005,sell_0014,2025-11-11 04:17:47,493.08,6.43,2
ord_0000101,1,prod_00131,sell_0072,2025-08-26 15:34:57,260.12,31.86,1
ord_0000101,2,prod_00094,sell_0007,2025-08-26 15:34:57,982.66,38.77,1
ord_0000102,1,prod_00195,sell_0085,2025-09-16 05:14:32,277.77,18.65,3
ord_0000103,1,prod_00191,sell_0093,2025-01-21 18:40:58,499.91,15.17,1
ord_0000103,2,prod_00049,sell_0016,2025-01-21 18:40:58,1117.31,20.72,1
ord_0000103,3,prod_00049,sell_0092,2025-01-21 18:40:58,415.45,35.29,1
ord_0000104,1,prod_00150,sell_0062,2025-01-05 16:25:46,1110.38,36.24,1
ord_0000104,2,prod_00178,sell_0075,2025-01-05 16:25:46,220.78,37.61,1
ord_0000105,1,prod_00108,sell_0078,2025-08-25 05:29:40,1100.35,35.49,1
ord_0000105,2,prod_00102,sell_0044,2025-08-25 05:29:40,1165.03,23.11,1
ord_0000106,1,prod_00160,sell_0092,2025-11-27 10:01:23,359.34,18.81,3
ord_0000107,1,prod_00030,sell_0098,2025-09-30 15:27:23,432.4,24.21,2
ord_0000107,2,prod_00171,sell_0091,2025-09-30 15:27:23,509.71,34.91,2
ord_0000107,3,prod_00074,sell_0055,2025-09-30 15:27:23,972.84,25.91,1
ord_0000108,1,prod_00074,sell_0088,2025-01-24 14:36:05,311.91,38.58,3
ord_0000109,1,prod_00027,sell_0079,2025-01-16 13:07:02,1043.62,34.58,1
ord_0000109,2,prod_00191,sell_0083,2025-01-16 13:07:02,680.11,14.5,3
ord_0000110,1,prod_00176,sell_0041,2025-09-19 01:31:44,1159.51,7.15,3
ord_0000110,2,prod_00065,sell_0026,2025-09-19 01:31:44,750.37,36.24,1
ord_0000111,1,prod_00051,sell_0100,2025-05-26 19:35:44,874.02,12.74,1
ord_0000111,2,prod_00046,sell_0088,2025-05-26 19:35:44,103.25,43.5,3
ord_0000111,3,prod_00132,sell_0016,2025-05-26 19:35:44,461.98,22.14,2
ord_0000112,1,prod_00120,sell_0091,2025-11-28 13:25:25,1125.93,6.6,1
ord_0000112,2,prod_00153,sell_0007,2025-11-28 13:25:25,931.79,30.01,3
ord_0000113,1,prod_00082,sell_0068,2025-11-06 18:28:40,275.65,12.35,1
ord_0000113,2,prod_00130,sell_0021,2025-11-06 18:28:40,507.88,26.48,1
ord_0000113,3,prod_00090,sell_0029,2025-11-06 18:28:40,1061.83,31.53,1
ord_0000114,1,prod_00089,sell_0058,2025-03-29 20:03:27,299.81,30.69,2
ord_0000114,2,prod_00063,sell_0006,2025-03-29 20:03:27,823.82,17.84,1
ord_0000114,3,prod_00099,sell_0033,2025-03-29 20:03:27,655.18,16.31,2
ord_0000115,1,prod_00025,sell_0022,2025-04-29 02:57:53,1166.38,35.93,2
ord_0000116,1,prod_00027,sell_0027,2025-09-05 11:30:00,652.24,33.11,3
ord_0000116,2,prod_00199,sell_0056,2025-09-05 11:30:00,781.17,42.59,3
ord_0000117,1,prod_00065,sell_0072,2025-05-12 19:48:41,98.47,37.86,1
ord_0000118,1,prod_00031,sell_0069,2025-06-10 01:43:43,21.99,33.81,1
ord_0000118,2,prod_00194,sell_0096,2025-06-10 01:43:43,708.95,33.04,1
ord_0000118,3,prod_00092,sell_0065,2025-06-10 01:43:43,140.77,36.48,1
ord_0000119,1,prod_00137,sell_0029,2025-11-19 06:44:09,176.61,20.64,2
ord_0000120,1,prod_00166,sell_0048,2025-02-28 22:52:52,1149.51,5.45,2
ord_0000120,2,prod_00037,sell_0016,2025-02-28 22:52:52,64.5,27.91,1
ord_0000120,3,prod_00138,sell_0071,2025-02-28 22:52:52,1137.17,17.19,3
ord_0000121,1,prod_00158,sell_0033,2025-11-30 16:10:18,245.28,12.25,2
ord_0000122,1,prod_00149,sell_0063,2025-09-21 20:33:37,1142.57,19.29,3
ord_0000122,2,prod_00168,sell_0031,2025-09-21 20:33:37,133.55,29.78,1
ord_0000122,3,prod_00082,sell_0063,2025-09-21 20:33:37,549.02,29.65,1
ord_0000123,1,prod_00183,sell_0095,2025-03-10 11:50:03,774.39,16.07,1
ord_0000124,1,prod_00092,sell_0100,2025-10-15 15:48:05,376.98,27.07,1
ord_0000124,2,prod_00166,sell_0078,2025-10-15 15:48:05,112.14,16.22,1
ord_0000125,1,prod_00162,sell_0004,2025-02-02 16:40:51,977.98,28.16,2
ord_0000125,2,prod_00055,sell_0005,2025-02-02 16:40:51,668.64,26.74,2
ord_0000125,3,prod_00121,sell_0084,2025-02-02 16:40:51,933.61,19.63,1
ord_0000126,1,prod_00129,sell_0002,2025-07-21 05:23:04,800.27,38.92,2
ord_0000126,2,prod_00176,sell_0022,2025-07-21 05:23:04,912.29,10.61,1
ord_0000127,1,prod_00189,sell_0094,2025-08-11 17:45:18,587.95,19.35,1
ord_0000128,1,prod_00053,sell_0067,2025-01-28 09:54:30,1090.66,19.45,1
ord_0000128,2,prod_00117,sell_0006,2025-01-28 09:54:30,62.29,30.94,1
ord_0000128,3,prod_00181,sell_0067,2025-01-28 09:54:30,765.78,15.94,3
ord_0000129,1,prod_00133,sell_0033,2025-05-31 00:02:53,460.95,41.29,2
ord_0000130,1,prod_00155,sell_0001,2025-05-17 23:56:03,609.68,10.56,1
ord_0000130,2,prod_00059,sell_0010,2025-05-17 23:56:03,624.73,16.23,1
ord_0000131,1,prod_00185,sell_0015,2025-05-24 16:09:45,585.6,24.15,1
ord_0000131,2,prod_00152,sell_0021,2025-05-24 16:09:45,782.0,21.44,1
ord_0000132,1,prod_00015,sell_0022,2025-01-19 05:17:07,321.04,12.2,1
ord_0000133,1,prod_00115,sell_0078,2025-09-17 23:54:39,1191.44,39.69,1
ord_0000134,1,prod_00160,sell_0085,2025-08-18 06:39:20,620.3,11.71,3
ord_0000135,1,prod_00099,sell_0017,2025-08-23 16:05:38,143.66,13.09,2
ord_0000135,2,prod_00176,sell_0054,2025-08-23 16:05:38,994.42,29.22,1
ord_0000136,1,prod_00129,sell_0097,2025-08-24 22:40:11,154.26,24.29,1
ord_0000136,2,prod_00155,sell_0070,2025-08-24 22:40:11,995.61,40.88,3
ord_0000136,3,prod_00167,sell_0056,2025-08-24 22:40:11,633.62,19.82,1
ord_0000137,1,prod_00190,sell_0098,2026-01-03 10:43:24,1007.07,28.04,1
ord_0000137,2,prod_00035,sell_0033,2026-01-03 10:43:24,580.41,14.3,1
ord_0000137,3,prod_00073,sell_0077,2026-01-03 10:43:24,1053.97,21.35,1
ord_0000138,1,prod_00105,sell_0047,2025-07-24 20:31:53,141.3,22.04,2
ord_0000138,2,prod_00065,sell_0034,2025-07-24 20:31:53,1028.15,21.94,1
ord_0000139,1,prod_00144,sell_0072,2025-08-06 09:59:27,588.26,44.54,2
ord_0000139,2,prod_00089,sell_0100,2025-08-06 09:59:27,851.01,34.43,3
ord_0000140,1,prod_00103,sell_0044,2025-06-26 10:33:57,964.01,29.56,3
ord_0000140,2,prod_00181,sell_0007,2025-06-26 10:33:57,205.47,43.58,1
ord_0000140,3,prod_00024,sell_0019,2025-06-26 10:33:57,573.93,29.01,1
ord_0000141,1,prod_00134,sell_0037,2025-08-28 12:33:37,858.25,28.9,1
ord_0000141,2,prod_00164,sell_0064,2025-08-28 12:33:37,535.18,13.07,3
ord_0000141,3,prod_00133,sell_0037,2025-08-28 12:33:37,245.77,36.36,2
ord_0000142,1,prod_00091,sell_0086,2025-09-15 09:13:14,483.24,28.44,2
ord_0000142,2,prod_00004,sell_0095,2025-09-15 09:13:14,848.79,41.77,2
ord_0000143,1,prod_00148,sell_0001,2025-11-16 17:08:58,324.41,21.29,1
ord_0000143,2,prod_00144,sell_0010,2025-11-16 17:08:58,611.26,18.6,1
ord_0000144,1,prod_00194,sell_0044,2025-05-30 10:38:34,1154.07,23.35,1
ord_0000145,1,prod_00059,sell_0041,2025-04-14 03:03:15,503.72,19.12,2
ord_0000145,2,prod_00003,sell_0090,2025-04-14 03:03:15,1001.13,14.93,1
ord_0000145,3,prod_00103,sell_0087,2025-04-14 03:03:15,902.31,18.68,2
ord_0000146,1,prod_00061,sell_0095,2025-03-15 23:40:28,301.84,15.62,1
ord_0000147,1,prod_00174,sell_0085,2025-02-14 10:24:58,598.81,5.26,2
ord_0000148,1,prod_00196,sell_0066,2025-09-02 01:02:24,347.12,13.88,2
ord_0000149,1,prod_00009,sell_0065,2025-06-17 08:17:05,426.54,39.42,1
ord_0000149,2,prod_00118,sell_0016,2025-06-17 08:17:05,842.42,23.4,3
ord_0000149,3,prod_00003,sell_0002,2025-06-17 08:17:05,813.81,20.18,1
ord_0000150,1,prod_00061,sell_0035,2025-08-29 23:30:20,573.54,29.52,1
ord_0000150,2,prod_00048,sell_0064,2025-08-29 23:30:20,517.37,21.76,1
ord_0000151,1,prod_00026,sell_0093,2025-02-23 22:18:20,334.89,14.43,1
ord_0000152,1,prod_00046,sell_0054,2025-03-01 15:21:43,607.02,44.82,3
ord_0000153,1,prod_00177,sell_0021,2025-08-12 12:36:04,86.14,37.55,1
